system:index,B1_p0,B1_p10,B1_p100,B1_p20,B1_p30,B1_p40,B1_p50,B1_p60,B1_p70,B1_p80,B1_p90,B2_p0,B2_p10,B2_p100,B2_p20,B2_p30,B2_p40,B2_p50,B2_p60,B2_p70,B2_p80,B2_p90,B3_p0,B3_p10,B3_p100,B3_p20,B3_p30,B3_p40,B3_p50,B3_p60,B3_p70,B3_p80,B3_p90,B4_p0,B4_p10,B4_p100,B4_p20,B4_p30,B4_p40,B4_p50,B4_p60,B4_p70,B4_p80,B4_p90,B5_p0,B5_p10,B5_p100,B5_p20,B5_p30,B5_p40,B5_p50,B5_p60,B5_p70,B5_p80,B5_p90,B6_VCID_2_p0,B6_VCID_2_p10,B6_VCID_2_p100,B6_VCID_2_p20,B6_VCID_2_p30,B6_VCID_2_p40,B6_VCID_2_p50,B6_VCID_2_p60,B6_VCID_2_p70,B6_VCID_2_p80,B6_VCID_2_p90,B7_p0,B7_p10,B7_p100,B7_p20,B7_p30,B7_p40,B7_p50,B7_p60,B7_p70,B7_p80,B7_p90,DESA,EVI_p0,EVI_p10,EVI_p100,EVI_p20,EVI_p30,EVI_p40,EVI_p50,EVI_p60,EVI_p70,EVI_p80,EVI_p90,IDSP2010,ID_TIPEWIL,KAB,KABDES,KABKOT,KEC,KECAMATAN,KODE2010,NAMA,NDBI_p0,NDBI_p10,NDBI_p100,NDBI_p20,NDBI_p30,NDBI_p40,NDBI_p50,NDBI_p60,NDBI_p70,NDBI_p80,NDBI_p90,NDVI_p0,NDVI_p10,NDVI_p100,NDVI_p20,NDVI_p30,NDVI_p40,NDVI_p50,NDVI_p60,NDVI_p70,NDVI_p80,NDVI_p90,NDWI_p0,NDWI_p10,NDWI_p100,NDWI_p20,NDWI_p30,NDWI_p40,NDWI_p50,NDWI_p60,NDWI_p70,NDWI_p80,NDWI_p90,PRODES,PROP,PROVINSI
00002bca25ca9c2a0a3f,25,27,36,28,29,30,31,31,32,33,34,17,23,35,25,26,27,28,28,29,30,31,12,18,34,20,22,24,25,26,27,28,29,22,36,78,39,41,42,44,45,48,53,61,7,12,51,14,16,17,20,23,26,29,35,193,194,199,194,194,194,195,195,195,196,196,3,5,36,6,7,8,9,10,11,12,17,2,-100,-3.440046755,70,-2.494872881,-2.494872881,-1.395240135,-1.395240135,-1.395240135,-0.71039392,-0.71039392,-0.71039392,3301170002,,1,3301000000,CILACAP,170,SAMPANG,3301170002,KETANGGUNG,-0.692307692,-0.529411765,0,-0.482082199,-0.447492522,-0.415197812,-0.38049374,-0.353735266,-0.3231293,-0.283356497,-0.232156192,0.060606061,0.162463343,0.673913043,0.186278986,0.205868742,0.231809302,0.257096478,0.286568758,0.353160765,0.436158024,0.524888407,-0.555555556,-0.435234802,0.043478261,-0.358170049,-0.282361683,-0.231702956,-0.210373065,-0.182022531,-0.162030664,-0.142857143,-0.118180624,3300000000,33,JAWA TENGAH
0000791ef8d805ea3a46,23,28,36,29,29,30,30,31,31,32,32,17,24,36,25,26,27,27,28,28,29,30,12,18,37,20,22,22,23,24,25,26,27,18,37,80,39,41,42,44,45,47,50,54,5,11,47,13,15,17,19,21,23,26,31,193,194,200,194,194,194,194,195,195,195,196,2,5,33,6,7,7,8,9,10,11,15,1,-100,-2.248972394,13.33333333,-1.712299839,-1.712299839,-1.239933377,-1.239933377,-1.239933377,-0.79319297,-0.79319297,-0.79319297,3301170001,,1,3301000000,CILACAP,170,SAMPANG,3301170001,PAKETINGAN,-0.756097561,-0.560020366,0.023809524,-0.5,-0.467081927,-0.428525289,-0.400151205,-0.373541099,-0.342718747,-0.305909405,-0.253230079,0.090909091,0.2,0.666666667,0.224649862,0.25130741,0.271685986,0.294607469,0.313880298,0.352896253,0.4,0.474887081,-0.56626506,-0.381502343,0.027027027,-0.314843005,-0.279347752,-0.248085215,-0.2219076,-0.205746109,-0.186272483,-0.165276054,-0.1342402,3300000000,33,JAWA TENGAH
00009ff205f0403bab29,23,28,41,29,29,30,30,31,31,31,32,19,24,36,25,26,26,27,27,28,29,30,14,18,35,20,21,22,22,23,24,25,27,19,37,76,39,41,42,44,45,48,52,58,6,12,56,14,16,18,20,22,25,30,36,192,193,199,194,194,194,194,195,195,195,196,2,5,38,6,7,8,9,9,11,13,18,6,-32.5,-2.764808587,36.66666667,-2.25035927,-1.74091834,-1.221473141,-1.221473141,-0.788530946,-0.788530946,-0.788530946,-0.788530946,3301170006,,1,3301000000,CILACAP,170,SAMPANG,3301170006,SIDASARI,-0.714285714,-0.520301567,0.067961165,-0.474240328,-0.435436321,-0.404361318,-0.373801308,-0.342799999,-0.306273843,-0.264041781,-0.204809286,0.038461538,0.18821871,0.67032967,0.225075962,0.259847919,0.287110902,0.313543905,0.342905948,0.372233364,0.428571429,0.512888042,-0.567010309,-0.411015586,0.073170732,-0.342131829,-0.282824484,-0.248691491,-0.22811172,-0.205765025,-0.182137391,-0.159055815,-0.129834411,3300000000,33,JAWA TENGAH
00000d17fab542079eb7,23,27,37,28,28,29,29,29,30,30,31,17,23,36,24,24,25,25,26,27,27,29,12,16,37,18,19,20,21,22,23,24,26,17,39,98,41,44,46,48,51,54,57,62,4,14,62,17,19,21,23,26,30,34,37,189,193,200,194,194,195,195,195,196,196,197,1,6,46,7,8,9,10,11,13,15,19,9,-105,-3.406020512,110,-2.417038476,-2.417038476,-1.477226162,-1.477226162,-1.477226162,-1.477226162,-1.477226162,-0.779734451,3301170009,,1,3301000000,CILACAP,170,SAMPANG,3301170009,KARANGTENGAH,-0.783783784,-0.5,0.180952381,-0.435857212,-0.404234856,-0.377366477,-0.349967883,-0.322917855,-0.29517561,-0.25606045,-0.195673247,-0.148148148,0.224453234,0.719298246,0.275451173,0.313929526,0.353347149,0.392496183,0.432655203,0.47089554,0.513444008,0.568916285,-0.619834711,-0.451413911,0.148148148,-0.407906506,-0.368842394,-0.333333333,-0.306544524,-0.271472225,-0.243290449,-0.205863411,-0.170211367,3300000000,33,JAWA TENGAH
000040457a7991022438,23,28,39,29,29,29,30,30,31,31,32,18,23,37,24,25,25,26,27,27,28,29,13,17,36,19,20,21,22,23,24,25,27,16,35,90,38,40,42,44,46,48,51,57,5,12,56,15,17,19,21,22,25,29,34,187,193,200,193,194,194,194,195,195,196,196,1,6,47,7,8,8,9,10,11,13,17,5,-170,-2.391811071,80,-1.407188544,-1.407188544,-1.407188544,-1.407188544,-1.407188544,-0.715124732,-0.715124732,-0.715124732,3301170005,,1,3301000000,CILACAP,170,SAMPANG,3301170005,KARANGJATI,-0.743589744,-0.510212717,0.078431373,-0.454661359,-0.423810419,-0.396625187,-0.369104765,-0.342749578,-0.317815202,-0.279636902,-0.216911618,-0.0625,0.185694109,0.730769231,0.228188874,0.259938524,0.294965647,0.333333333,0.36474195,0.407962007,0.45044527,0.52093479,-0.607142857,-0.407823068,0.142857143,-0.350849076,-0.306336638,-0.275399068,-0.248407954,-0.221728162,-0.194136439,-0.165595312,-0.129685401,3300000000,33,JAWA TENGAH
0000f138952dcda14dff,25,27,36,28,29,29,29,30,30,31,32,18,23,34,23,24,24,25,26,27,28,30,12,16,34,17,17,18,20,22,23,25,27,19,40,81,42,43,44,45,47,49,52,60,6,16,49,18,19,20,21,22,24,26,30,186,193,199,193,193,193,193,193,194,194,195,2,7,32,8,9,9,10,10,11,12,13,4,-70,-2.731590757,55,-2.23246762,-1.715027468,-1.234779344,-1.234779344,-1.234779344,-0.822870706,-0.822870706,-0.822870706,3301170004,,1,3301000000,CILACAP,170,SAMPANG,3301170004,PABERASAN,-0.625,-0.447703352,-0.010526316,-0.419272889,-0.40012348,-0.384969625,-0.369153264,-0.353631748,-0.343002274,-0.314288972,-0.279740856,0.1,0.236169873,0.674418605,0.271810772,0.303114148,0.342798534,0.384794705,0.423933529,0.458949053,0.491986625,0.549905927,-0.557692308,-0.435796883,0.063829787,-0.369066027,-0.333333333,-0.297922517,-0.275354687,-0.256886972,-0.236621465,-0.21181734,-0.18262313,3300000000,33,JAWA TENGAH
0000ed53f6a585655c2d,24,27,39,28,29,29,30,30,30,31,32,19,22,35,23,24,24,25,26,27,27,29,13,17,33,17,18,19,20,21,22,24,25,21,36,80,39,41,43,44,47,49,52,57,6,12,54,15,17,18,20,22,24,27,33,189,193,199,194,194,195,195,195,195,195,196,2,6,38,7,7,8,9,9,10,13,16,7,-13.125,-2.479959273,-0.030120482,-1.919376874,-1.536208708,-1.283097852,-1.158660335,-0.974086384,-0.847581583,-0.720554696,-0.59234028,3301170007,,1,3301000000,CILACAP,170,SAMPANG,3301170007,KARANGASEM,-0.7,-0.50986336,0.090909091,-0.46266072,-0.435511474,-0.412454081,-0.388916498,-0.365413822,-0.333333333,-0.294783899,-0.236519195,0.016393443,0.212860428,0.704545455,0.259788483,0.298925405,0.333333333,0.369133085,0.403366306,0.443351206,0.483241594,0.533097981,-0.5625,-0.424922678,0.086956522,-0.369140227,-0.333333333,-0.298040471,-0.26756384,-0.242969823,-0.217714796,-0.181948085,-0.138328722,3300000000,33,JAWA TENGAH
0000ea81d96cbb8b8f25,22,24,36,25,26,27,27,28,29,29,30,14,19,36,20,20,21,22,23,23,24,26,9,12,34,13,13,14,15,16,18,19,22,16,33,95,36,40,44,48,56,62,66,72,5,13,51,16,19,21,23,26,28,31,34,186,193,199,193,193,193,194,194,195,195,196,2,6,35,7,8,9,9,10,11,12,14,4,-21.42857143,-4.073643863,0.223880597,-3.057377494,-2.44394606,-1.944905102,-1.435353126,-1.055764403,-0.808739277,-0.685754405,-0.562459033,3302050004,,2,3302000000,BANYUMAS,50,KEBASEN,3302050004,RANDEGAN,-0.705882353,-0.46306944,-0.019230769,-0.435139219,-0.415958407,-0.396642248,-0.380969734,-0.361439901,-0.333333333,-0.310728645,-0.267702712,-0.047619048,0.303508086,0.752808989,0.364951616,0.408136315,0.450932135,0.5,0.556047019,0.614949094,0.666666667,0.697099116,-0.644859813,-0.560878324,0.085714286,-0.529511042,-0.487155339,-0.424696655,-0.365219886,-0.314454849,-0.275646726,-0.236278459,-0.19291063,3300000000,33,JAWA TENGAH
0000486993e1d16d9b9c,21,24,39,25,26,27,27,28,28,29,30,14,19,36,20,20,21,22,22,23,25,27,9,12,32,13,14,14,15,16,18,19,22,16,37,97,41,44,48,53,58,62,66,71,6,15,50,19,21,23,26,28,30,32,35,183,193,198,193,193,193,194,194,195,195,196,2,6,32,8,9,10,10,11,12,13,15,5,-20,-3.824325439,0.029239766,-3.060919308,-2.575134276,-2.187092377,-1.810435324,-1.44170413,-1.0611306,-0.940476328,-0.692383857,3302050005,,2,3302000000,BANYUMAS,50,KEBASEN,3302050005,KALIWEDI,-0.692307692,-0.447057264,-0.042553191,-0.419643442,-0.400679605,-0.384765024,-0.369187508,-0.35383321,-0.333333333,-0.306348318,-0.260310816,-0.024390244,0.302746313,0.760869565,0.372213869,0.443464059,0.5,0.545032818,0.583783662,0.619521997,0.649858424,0.682165152,-0.621052632,-0.549189519,0.090909091,-0.521899596,-0.488798844,-0.45531741,-0.420476298,-0.373757407,-0.314422798,-0.259869834,-0.2,3300000000,33,JAWA TENGAH
00009e3c4172a2e0eaf0,21,24,39,25,26,26,27,27,28,29,30,15,19,35,20,21,21,22,23,23,24,26,9,12,33,13,14,15,16,17,18,19,22,20,34,87,38,42,45,50,56,61,65,70,5,14,54,17,19,22,24,27,29,31,34,185,193,198,193,193,194,194,195,195,195,196,2,6,38,7,8,9,10,10,11,12,14,6,-17.5,-3.731564829,70,-3.253891855,-2.76090735,-2.256222406,-1.746021024,-1.231135341,-1.231135341,-0.75532981,-0.75532981,3302050006,,2,3302000000,BANYUMAS,50,KEBASEN,3302050006,SAWANGAN,-0.692307692,-0.467051629,0.090909091,-0.435541016,-0.412000147,-0.392669324,-0.373611954,-0.357433118,-0.333333333,-0.306432451,-0.264298116,0.015873016,0.271677817,0.731707317,0.365092444,0.423309582,0.470392718,0.517502188,0.564133721,0.606617309,0.642360185,0.674976917,-0.604651163,-0.540968177,-0.018867925,-0.511219196,-0.481986828,-0.439789569,-0.388155546,-0.333333333,-0.291475262,-0.244636794,-0.181479819,3300000000,33,JAWA TENGAH
0000b640d51dce2b6154,24,27,48,28,29,29,30,30,30,31,32,19,23,46,24,25,25,26,26,27,28,29,13,18,43,19,20,21,22,22,24,25,27,22,39,78,41,43,44,45,48,50,53,58,7,15,77,18,20,22,24,27,31,36,41,182,193,201,194,194,195,195,195,196,197,198,3,7,66,8,9,10,11,13,15,19,25,8,-165,-2.709854393,100,-2.709854393,-1.192568134,-1.192568134,-1.192568134,-1.192568134,-1.192568134,-1.192568134,-1.192568134,3301170008,,1,3301000000,CILACAP,170,SAMPANG,3301170008,SAMPANG,-0.688888889,-0.470987234,0.1875,-0.423750661,-0.38850398,-0.35740119,-0.323109806,-0.287173137,-0.240834479,-0.177213821,-0.083797711,0.033707865,0.216927481,0.686746988,0.26024783,0.291234449,0.322970124,0.353508073,0.381519526,0.412285942,0.450753486,0.506420221,-0.574468085,-0.403776573,-0.010989011,-0.358077189,-0.324571143,-0.29836917,-0.271452749,-0.248311303,-0.224421446,-0.20586086,-0.177266289,3300000000,33,JAWA TENGAH
0000dae804f140d66372,21,25,49,26,27,27,28,28,29,30,31,16,21,49,22,23,23,24,24,25,26,28,10,15,50,16,17,17,18,19,20,22,26,17,38,103,42,46,51,56,60,64,68,73,3,15,79,19,23,27,31,34,35,37,39,184,193,200,194,194,195,195,195,195,196,196,1,7,68,8,10,11,12,14,15,17,19,8,-375,-5.147546922,305,-2.045583122,-2.045583122,-2.045583122,-2.045583122,-2.045583122,-2.045583122,-2.045583122,-2.045583122,3302050008,,2,3302000000,BANYUMAS,50,KEBASEN,3302050008,CINDAGA,-0.828571429,-0.457131024,0.234375,-0.402720372,-0.371323112,-0.355133944,-0.324142011,-0.30891445,-0.285271523,-0.254723099,-0.214972608,-0.192307692,0.22792262,0.758241758,0.322723181,0.396752585,0.458590566,0.506863485,0.549328161,0.580059873,0.614840064,0.654889787,-0.639344262,-0.532905409,0.16,-0.5,-0.47131186,-0.442808378,-0.408034291,-0.358115666,-0.295155173,-0.236495472,-0.177401182,3300000000,33,JAWA TENGAH
0000ba76a0dd504bd3c4,19,24,39,25,25,26,26,26,27,28,29,12,18,31,19,20,20,21,21,22,23,24,7,11,29,12,13,13,14,15,16,17,19,14,35,110,41,46,52,57,61,65,69,74,4,14,57,19,22,24,26,28,30,32,35,183,193,198,193,193,193,194,194,194,195,195,0,5,38,7,8,9,10,11,11,12,14,7,-400,-5.234101229,165,-1.872242114,-1.872242114,-1.872242114,-1.872242114,-1.872242114,-1.872242114,-1.872242114,-1.872242114,3302050007,,2,3302000000,BANYUMAS,50,KEBASEN,3302050007,KALISALAK,-0.722222222,-0.474466532,0.04950495,-0.435662246,-0.416021672,-0.396685338,-0.380896061,-0.361373465,-0.341669161,-0.318468372,-0.279729368,0.083333333,0.365363446,0.782178218,0.454587253,0.513843248,0.564056404,0.6,0.626434843,0.650366727,0.674811482,0.701141503,-0.663716814,-0.564550533,0,-0.541125614,-0.517566769,-0.493898659,-0.4629428,-0.424616023,-0.373472085,-0.303383921,-0.228158408,3300000000,33,JAWA TENGAH
0000696ccb2a1cf79cc8,21,24,37,25,26,26,27,27,27,28,29,13,19,34,20,20,21,22,22,23,24,25,7,12,37,13,13,14,15,16,17,18,20,17,36,104,42,46,49,53,58,63,68,74,3,15,56,18,21,23,25,27,30,32,35,182,193,198,193,193,193,194,194,194,195,196,1,6,38,7,8,9,10,10,11,12,15,9,-195,-4.756691201,140,-2.826919123,-2.826919123,-2.826919123,-1.160848993,-1.160848993,-1.160848993,-1.160848993,-1.160848993,3302050009,,2,3302000000,BANYUMAS,50,KEBASEN,3302050009,KEBASEN,-0.806451613,-0.458509034,0.039215686,-0.432310499,-0.415953847,-0.400524718,-0.384982163,-0.369204307,-0.349854319,-0.322330205,-0.271710318,-0.122807018,0.32203856,0.806451613,0.412852977,0.490927444,0.537351478,0.572691422,0.606381476,0.63898827,0.666666667,0.697044313,-0.680672269,-0.564831349,0.103448276,-0.533159345,-0.5,-0.463017554,-0.428571429,-0.396332372,-0.353407492,-0.286834551,-0.206278055,3300000000,33,JAWA TENGAH
00008ad08b0a20787e46,22,26,36,27,27,28,28,29,29,30,32,17,21,37,22,23,23,24,25,25,27,30,10,15,38,16,17,18,18,19,20,23,32,15,33,95,39,45,48,50,53,58,64,70,3,6,57,16,21,24,28,32,35,37,40,182,193,200,193,194,194,195,195,195,196,197,1,3,40,7,9,11,12,13,15,17,21,4,-35,-4.36681786,28.75,-3.367509217,-2.619488392,-2.13201547,-1.864171706,-1.622457112,-1.138009647,-0.868776207,-0.173593494,3302040004,,2,3302000000,BANYUMAS,40,RAWALO,3302040004,RAWALO,-0.828571429,-0.677419355,0.106796117,-0.463364721,-0.396556253,-0.364996446,-0.333333333,-0.302708946,-0.271522528,-0.232164637,-0.166111549,-0.192307692,0.014870422,0.731958763,0.319269708,0.385299145,0.428571429,0.463724908,0.493020423,0.532873729,0.579994257,0.626828569,-0.623931624,-0.505418993,0.16,-0.466165441,-0.424716354,-0.389013633,-0.360928653,-0.333333333,-0.291069862,-0.232189235,-0.030227173,3300000000,33,JAWA TENGAH
0000230865aa9553f3fa,19,24,37,25,25,26,26,27,27,28,29,14,19,40,20,20,21,22,22,23,24,26,8,12,46,13,13,14,14,15,16,18,21,16,42,113,48,52,57,62,66,70,74,80,3,18,59,21,24,27,30,32,34,37,40,181,192,199,193,193,193,194,194,194,195,195,1,7,43,8,9,10,11,11,12,14,15,5,-430,-5.339163132,375,-5.339163132,-2.202746205,-2.202746205,-2.202746205,-2.202746205,-2.202746205,-2.202746205,-2.202746205,3302040005,,2,3302000000,BANYUMAS,40,RAWALO,3302040005,TAMBAKNEGARA,-0.818181818,-0.446939847,0.088888889,-0.415936538,-0.396643577,-0.38479975,-0.369211962,-0.357590985,-0.339190977,-0.314519926,-0.275555929,-0.269230769,0.354169655,0.82300885,0.471819621,0.557827135,0.597610076,0.628627297,0.652362745,0.668549398,0.691116291,0.714883669,-0.702479339,-0.58375138,0.254901961,-0.556673987,-0.533237857,-0.51312922,-0.486769925,-0.458863397,-0.420516015,-0.36095462,-0.267454985,3300000000,33,JAWA TENGAH
0000e7e4ff65fff219cc,19,24,41,25,26,27,27,28,29,29,30,13,18,43,20,21,21,22,23,24,26,27,7,12,47,13,14,15,16,18,19,21,24,18,34,96,39,42,44,48,53,58,62,69,3,14,49,18,20,22,24,26,29,31,35,187,193,199,193,193,194,194,194,194,195,196,1,6,33,7,8,9,10,11,12,13,15,10,-45,-3.748897711,70,-2.736661436,-2.246706987,-1.757521279,-1.757521279,-1.218322602,-1.218322602,-0.770571037,-0.770571037,3302050010,,2,3302000000,BANYUMAS,50,KEBASEN,3302050010,GAMBARSARI,-0.806451613,-0.46338104,0.013333333,-0.419626278,-0.396655481,-0.377398999,-0.357125584,-0.333333333,-0.318490837,-0.291498438,-0.249140032,-0.320754717,0.238161153,0.791044776,0.308467065,0.378730868,0.441202526,0.513307876,0.565897264,0.605708048,0.652066877,0.682540204,-0.653061224,-0.548807311,0.28,-0.506360553,-0.467359624,-0.428571429,-0.38865898,-0.322983801,-0.267618805,-0.211929651,-0.154872094,3300000000,33,JAWA TENGAH
0000206796c348a31a3e,18,24,36,25,26,26,26,27,27,28,29,13,18,35,19,20,21,21,22,22,23,24,8,11,37,12,13,13,14,14,15,16,18,18,40,100,48,52,56,60,64,68,71,76,3,15,49,20,23,25,27,29,31,33,35,182,192,197,193,193,193,193,193,194,194,194,1,5,26,7,8,9,10,10,11,12,13,11,-200,-4.653533246,182.5,-2.919141215,-2.919141215,-2.919141215,-2.919141215,-1.385478075,-1.385478075,-1.385478075,-1.385478075,3302050011,,2,3302000000,BANYUMAS,50,KEBASEN,3302050011,TUMIYANG,-0.833333333,-0.474986361,-0.095238095,-0.428157392,-0.412013303,-0.396486043,-0.384820151,-0.373437371,-0.36145004,-0.349913937,-0.326467488,-0.265306122,0.439977942,0.797752809,0.557882537,0.588935609,0.606168876,0.62874835,0.644554163,0.660126064,0.683816541,0.698817854,-0.662921348,-0.564702768,0.234042553,-0.544981029,-0.525619302,-0.505869007,-0.481829277,-0.455350086,-0.432518887,-0.404473351,-0.295071874,3300000000,33,JAWA TENGAH
0000ae0e7ae17d77b10b,19,23,48,24,24,25,25,26,27,27,28,13,18,43,19,20,20,21,21,22,23,24,7,11,39,12,13,14,14,15,15,16,17,20,44,108,52,60,64,68,71,73,76,80,0,17,53,23,26,29,31,33,34,36,38,180,193,198,193,193,193,193,194,194,195,195,0,6,29,8,10,11,11,12,12,13,15,1,-240,-5.460196192,335,-5.460196192,-5.460196192,-5.460196192,-2.305367056,-2.305367056,-2.305367056,-2.305367056,-2.305367056,3302110001,,2,3302000000,BANYUMAS,110,BANYUMAS,3302110001,BINANGUN,-1,-0.458761209,-0.106796117,-0.428080152,-0.408215348,-0.392683898,-0.38069005,-0.368966522,-0.353201838,-0.333333333,-0.310718576,0.2,0.513924854,0.804347826,0.568367372,0.604801662,0.626825579,0.642802972,0.662545345,0.677981793,0.693393464,0.713058076,-0.663716814,-0.58764748,-0.111111111,-0.568405628,-0.552587306,-0.537466024,-0.521736455,-0.5,-0.474990883,-0.432451408,-0.369150968,3300000000,33,JAWA TENGAH
00000318b87191abbf27,21,24,39,25,25,26,26,27,28,28,29,14,19,31,20,21,21,22,22,23,24,25,7,12,28,13,14,14,15,15,16,18,19,17,37,99,41,47,52,60,65,70,74,79,5,15,53,18,21,25,27,30,32,35,40,179,192,197,193,193,193,193,194,194,195,195,2,7,27,8,9,10,11,11,12,14,16,3,-200,-5.366488884,335,-5.366488884,-1.888599073,-1.888599073,-1.888599073,-1.888599073,-1.888599073,-1.888599073,-1.888599073,3302050003,,2,3302000000,BANYUMAS,50,KEBASEN,3302050003,KARANGSARI,-0.6,-0.447300318,-0.053763441,-0.424032527,-0.400492892,-0.384719045,-0.368947108,-0.35353052,-0.333333333,-0.31837782,-0.286848203,0.148148148,0.381551198,0.765957447,0.450479535,0.5,0.548493604,0.588041771,0.619254412,0.65078523,0.678155295,0.701284893,-0.637931034,-0.57226271,-0.068965517,-0.548664219,-0.525387121,-0.5,-0.462680681,-0.412357699,-0.35347229,-0.299070737,-0.249035415,3300000000,33,JAWA TENGAH
0000da76d017df924fbe,21,24,51,25,25,26,26,27,28,29,30,12,18,43,19,20,21,21,22,23,24,26,7,11,38,12,13,14,15,16,17,18,21,19,36,97,41,45,50,58,64,68,72,76,7,15,70,19,22,25,29,31,34,36,40,176,192,201,193,193,193,193,194,194,195,195,1,6,54,9,10,11,11,12,13,14,16,2,-147.5,-4.455754514,-0.23364486,-4.455754514,-3.472583919,-2.524536981,-2.524536981,-1.404275131,-1.404275131,-0.70447116,-0.70447116,3302050002,,2,3302000000,BANYUMAS,50,KEBASEN,3302050002,BANGSA,-0.58974359,-0.428277465,0.088,-0.404729087,-0.384595621,-0.365072485,-0.349887278,-0.333333333,-0.314484648,-0.29502529,-0.267810449,0.161290323,0.38525641,0.764705882,0.450564539,0.5,0.533060902,0.568135501,0.604761805,0.635208695,0.666666667,0.696890886,-0.651376147,-0.568365908,-0.076923077,-0.53742082,-0.510794511,-0.478621505,-0.440298291,-0.388698155,-0.345222299,-0.298578861,-0.249093861,3300000000,33,JAWA TENGAH
00008713710fec4db725,19,24,49,24,25,26,26,27,27,28,29,12,18,43,19,20,21,22,22,23,24,25,7,12,39,13,14,14,15,15,16,18,21,16,36,99,45,53,60,65,68,71,74,78,4,15,62,22,26,29,31,33,35,37,39,169,193,200,193,193,193,193,194,194,195,196,1,6,39,9,10,11,12,12,13,14,16,2,-360,-4.773699947,50,-4.773699947,-3.090772374,-3.090772374,-3.090772374,-3.090772374,-1.023890029,-1.023890029,-1.023890029,3302110002,,2,3302000000,BANYUMAS,110,BANYUMAS,3302110002,PASINGGANGAN,-0.636363636,-0.439657855,0.017241379,-0.404447115,-0.388712191,-0.373381886,-0.357679149,-0.34132452,-0.321890915,-0.302516498,-0.267581614,0.085714286,0.375886257,0.777777778,0.474715457,0.54136421,0.584033515,0.614841051,0.635344127,0.654810285,0.67440603,0.697228905,-0.663865546,-0.568186034,-0.057142857,-0.548905223,-0.532877964,-0.516808455,-0.494182199,-0.467034438,-0.415867653,-0.333333333,-0.231424852,3300000000,33,JAWA TENGAH
0000d4a33155ab897eee,21,24,33,25,25,26,26,27,28,29,29,14,19,29,20,21,21,22,23,24,24,26,9,12,26,13,14,14,15,16,17,18,20,23,49,97,59,64,68,71,74,77,80,84,8,22,58,28,31,32,34,35,37,38,41,191,193,199,193,193,194,195,195,195,196,196,3,8,29,10,11,12,12,13,14,15,17,11,-41.5,-7.865722621,-0.401234568,-6.126022677,-5.365821882,-4.62572455,-4.120712815,-3.629737492,-3.131572244,-2.393627184,-1.378843431,3302110011,,2,3302000000,BANYUMAS,110,BANYUMAS,3302110011,DAWUHAN,-0.6,-0.435725195,-0.071428571,-0.408260965,-0.39260201,-0.380930817,-0.368929904,-0.353790086,-0.333333333,-0.30267756,-0.263529233,0.186440678,0.481776763,0.769230769,0.532978031,0.580333132,0.61485762,0.643509736,0.670546577,0.689261693,0.708348014,0.724314743,-0.655172414,-0.603914779,-0.129032258,-0.583812855,-0.564660129,-0.549174424,-0.526113711,-0.5,-0.466408622,-0.420333009,-0.361138453,3300000000,33,JAWA TENGAH
0000e1075a8ad1cfddb1,23,26,35,26,27,27,28,28,29,29,30,15,21,36,22,22,23,24,24,25,26,27,10,14,39,15,16,17,18,19,20,21,23,19,39,91,46,52,58,63,68,72,76,80,4,18,51,24,29,33,35,36,38,39,41,182,193,199,194,194,194,194,195,195,195,196,1,8,30,10,11,12,13,14,15,16,19,10,-57.5,-5.755185115,9.285714286,-5.272502761,-4.235297483,-3.765990333,-3.245908041,-2.769216322,-2.270939582,-1.24970126,-0.753770613,3302110010,,2,3302000000,BANYUMAS,110,BANYUMAS,3302110010,KALISUBE,-0.822222222,-0.404689569,-0.010752688,-0.377011807,-0.357416404,-0.339294392,-0.321734316,-0.30672724,-0.283345948,-0.252636917,-0.20465983,-0.09375,0.278888941,0.75,0.371708683,0.446985479,0.506568495,0.548719343,0.595236032,0.635431127,0.666666667,0.697111108,-0.619047619,-0.568356777,0.153846154,-0.545394791,-0.516232052,-0.485127605,-0.447452765,-0.407762451,-0.350488428,-0.283105517,-0.206207312,3300000000,33,JAWA TENGAH
0000883e2b7a7e1e9bc5,23,27,42,28,28,29,29,30,30,30,31,15,23,36,24,24,25,25,26,27,27,28,9,16,39,17,18,20,22,23,24,25,26,15,34,91,36,39,42,45,47,53,60,71,4,15,55,18,20,23,25,28,31,36,41,182,193,200,193,194,194,194,194,195,195,196,1,7,45,8,10,10,11,12,13,15,21,9,-18.5,-4.302893702,8.461538462,-3.191476846,-2.458552161,-1.826582864,-1.441909077,-1.195777199,-0.933784179,-0.68889241,-0.581682044,3302110009,,2,3302000000,BANYUMAS,110,BANYUMAS,3302110009,PEKUNDEN,-0.813953488,-0.423477016,0.058823529,-0.377476517,-0.349111961,-0.333333333,-0.310841221,-0.291394647,-0.267626485,-0.231933333,-0.154292784,-0.04,0.178005683,0.74,0.231972093,0.26707163,0.295335466,0.333333333,0.380928186,0.443054115,0.518577385,0.608872915,-0.611650485,-0.494718517,0.0625,-0.415502646,-0.342054645,-0.294982169,-0.260309768,-0.232185298,-0.2,-0.16949935,-0.124206149,3300000000,33,JAWA TENGAH
