system:index,B1_p0,B1_p10,B1_p100,B1_p20,B1_p30,B1_p40,B1_p50,B1_p60,B1_p70,B1_p80,B1_p90,B2_p0,B2_p10,B2_p100,B2_p20,B2_p30,B2_p40,B2_p50,B2_p60,B2_p70,B2_p80,B2_p90,B3_p0,B3_p10,B3_p100,B3_p20,B3_p30,B3_p40,B3_p50,B3_p60,B3_p70,B3_p80,B3_p90,B4_p0,B4_p10,B4_p100,B4_p20,B4_p30,B4_p40,B4_p50,B4_p60,B4_p70,B4_p80,B4_p90,B5_p0,B5_p10,B5_p100,B5_p20,B5_p30,B5_p40,B5_p50,B5_p60,B5_p70,B5_p80,B5_p90,B6_VCID_2_p0,B6_VCID_2_p10,B6_VCID_2_p100,B6_VCID_2_p20,B6_VCID_2_p30,B6_VCID_2_p40,B6_VCID_2_p50,B6_VCID_2_p60,B6_VCID_2_p70,B6_VCID_2_p80,B6_VCID_2_p90,B7_p0,B7_p10,B7_p100,B7_p20,B7_p30,B7_p40,B7_p50,B7_p60,B7_p70,B7_p80,B7_p90,DESA,EVI_p0,EVI_p10,EVI_p100,EVI_p20,EVI_p30,EVI_p40,EVI_p50,EVI_p60,EVI_p70,EVI_p80,EVI_p90,IDSP2010,ID_TIPEWIL,KAB,KABDES,KABKOT,KEC,KECAMATAN,KODE2010,NAMA,NDBI_p0,NDBI_p10,NDBI_p100,NDBI_p20,NDBI_p30,NDBI_p40,NDBI_p50,NDBI_p60,NDBI_p70,NDBI_p80,NDBI_p90,NDVI_p0,NDVI_p10,NDVI_p100,NDVI_p20,NDVI_p30,NDVI_p40,NDVI_p50,NDVI_p60,NDVI_p70,NDVI_p80,NDVI_p90,NDWI_p0,NDWI_p10,NDWI_p100,NDWI_p20,NDWI_p30,NDWI_p40,NDWI_p50,NDWI_p60,NDWI_p70,NDWI_p80,NDWI_p90,PRODES,PROP,PROVINSI
000055ba6ee96fccf386,17,19.84281614,90,21.36174794,21.36174794,22.75948678,22.75948678,24,25.39658059,26.89453794,28.85870928,10,16,102,17,18,18,19,20,21.31387278,21.31387278,24.75330566,5,9.395325914,97,9.395325914,9.395325914,10.8999078,10.8999078,11.84839044,13.37773448,13.37773448,17.74832125,4,26.51494574,141,45.5094302,57.41226807,65,70,73.49370802,78,82.47345216,89,0,9.059631862,131,18.06169783,21.49966138,24.49767739,27.05236752,28.50221758,31,33.43447256,38,180,192,202,193,193,194,195,195,195,195,196,0,4.499816778,124,6.638627333,6.638627333,8.467294299,8.467294299,8.467294299,9.917353373,11,12.39780806,1,-485,-13.86670084,490,-9.716168444,-5.645136646,-5.645136646,-2.027365324,-2.027365324,-2.027365324,-2.027365324,-2.027365324,3301710001,,1,3301000000,CILACAP,710,CILACAP SELATAN,3301710001,TAMBAKREJA,-1,-0.519025883,0.339449541,-0.488102256,-0.472503425,-0.45725093,-0.449287314,-0.441658161,-0.426172852,-0.402597781,-0.333127059,-0.578947368,0.362365564,0.859920058,0.558046736,0.644594559,0.691478742,0.715161989,0.738015118,0.753154045,0.769667357,0.785254574,-0.730666667,-0.64478929,0.724137931,-0.629269143,-0.606367126,-0.5897307,-0.574617585,-0.543241349,-0.49708767,-0.394273182,-0.199902018,3300000000,33,JAWA TENGAH
000074e172f160d1178d,18,21.37876722,46,21.37876722,21.37876722,22,23.50463075,23.50463075,25,26,28.22145443,11,17.7014628,45,19,19,20,20,21.21902555,21.21902555,23,25,5,10.45835935,46,10.45835935,10.45835935,12,13,13,14,16,19,6,36,131,46.37521004,55,62,69,76,82.53215483,91.60068798,102,0,12.34942437,58,17.44530768,20,22,24.40807692,25.77269902,27.35814811,30,33,186,191.6103863,199,194,195,195,195,195,196,196,196,0,4,41,5,6,7,7,8,9,10,12,2,-555,-19.60259824,515,-11.28973503,-3.201938829,-3.201938829,-3.201938829,-3.201938829,-3.201938829,-3.201938829,19.30981506,3301121002,,1,3301000000,CILACAP,121,KAMPUNGLAUT,3301121002,KLACES,-1,-0.589440784,0.191489362,-0.566557235,-0.550495966,-0.535462443,-0.519495527,-0.497731704,-0.472807818,-0.425890304,-0.348510463,-0.647058824,0.363889586,0.871428571,0.511773991,0.589304405,0.651967276,0.691148534,0.730419496,0.753330878,0.777362179,0.800589336,-0.730496454,-0.668146739,0.714285714,-0.636712479,-0.61372202,-0.5898894,-0.550348978,-0.506059889,-0.448804248,-0.387383152,-0.247654555,3300000000,33,JAWA TENGAH
00002abfd4215e1307e8,18,20,43,21,22,22,23,24,25,26,28.13511801,11,17,47,18.09417488,18.09417488,19,20,21.04126371,21.04126371,23,25,5,10,51,10,11.06291511,11.06291511,12.14246268,13,14,15,19,4,21.13981337,143,34.10637049,46.15448381,52,58,66,75,85,99,0,5.118493251,48,11,14.16457619,17,20.14112994,22.09640691,25,28,31,140,193,197,195.074934,195.074934,195.074934,195.074934,195.074934,196,196,196,0,2.166495002,23,4,5,6,6,7,8,9,10,3,-545,-11.31808141,550,-2.668194629,-2.668194629,-2.668194629,-2.668194629,-2.668194629,-2.668194629,-2.668194629,12.09602176,3301121003,,1,3301000000,CILACAP,121,KAMPUNGLAUT,3301121003,UJUNGALANG,-1,-0.619099324,-0.033333333,-0.57978261,-0.556137555,-0.53743043,-0.51766214,-0.499734897,-0.482277377,-0.458932416,-0.420000131,-0.5625,0.042515076,0.864661654,0.426095458,0.558205012,0.620822635,0.659914411,0.699423292,0.730361146,0.761686677,0.793040072,-0.731543624,-0.660864562,0.666666667,-0.621829008,-0.581955454,-0.55062323,-0.513123741,-0.472670605,-0.402320967,-0.262608467,0.065644731,3300000000,33,JAWA TENGAH
0000d8f5b898bba22119,18,22,42,24.16140952,25,26,26,27,27,28,29.11487841,11,18,40,19.20843815,21.15583542,21.15583542,22,23,24,24,26,6,11,36,13.17987141,13.17987141,14.18081411,15,16,17,18,20.12767667,4,12,113,29,38,44,49,54,59,65,72,0,5.185087243,61,9,12,14,17,21,26,31,37,140,193,198,194,194,195,195,195,195,196,196,0,2,39,3,4.139791224,5,6,8,10,12,14,1,-440,-5.529087361,405,-1.617257569,-1.617257569,-1.617257569,-1.617257569,-1.617257569,-1.617257569,-1.617257569,0.160150498,3301720001,,1,3301000000,CILACAP,720,CILACAP TENGAH,3301720001,KUTAWARU,-1,-0.613350248,0.009708738,-0.56646106,-0.527420631,-0.488459539,-0.449135328,-0.417837061,-0.379344168,-0.333316344,-0.277611648,-0.545454545,-0.160802986,0.823529412,0.301021026,0.41033184,0.472424858,0.526855261,0.565808538,0.597739398,0.636771849,0.683589166,-0.672413793,-0.550471925,0.652745056,-0.506010288,-0.472794957,-0.43432255,-0.394477801,-0.333333333,-0.270005039,-0.160230727,0.315295333,3300000000,33,JAWA TENGAH
000033335bc697e60311,19,24,75,26,27,28,29,29,30,31,34,12,19,82,21,23,24,24,25,26,27,30,7,13,93,15,17,17,19,20,22,24,28,6,13,108,20,28,35,40,45,50,58,67,2,6,124,10,14,19,24,29,34,38,44,186,193,204,194,195,195,196,197,197,198,199,0,3,124,5,7,9,12,14,16,20,26,2,-330,-5.500925946,265,-1.158089237,-1.158089237,-1.158089237,-1.158089237,-1.158089237,-1.158089237,-1.158089237,0.220591262,3301720002,,1,3301000000,CILACAP,720,CILACAP TENGAH,3301720002,LOMANIS,-0.714285714,-0.442490964,0.433526012,-0.394179001,-0.35563309,-0.323361785,-0.285398541,-0.247481109,-0.206843992,-0.152304929,-0.066233017,-0.363636364,-0.083762334,0.797979798,0.074342608,0.152636618,0.223324603,0.284772094,0.347149809,0.418056875,0.493374104,0.58183459,-0.672413793,-0.472803225,0.538461538,-0.394392121,-0.324069689,-0.270021254,-0.206873917,-0.12951389,-0.058728217,0.02676864,0.252474929,3300000000,33,JAWA TENGAH
0000c9db5b1e1a889b90,19,26,87,27,28,28,29,29,30.32943462,30.32943462,32,12,20.66217319,96,22,23,24,25,26,26,27,29,6,15,91,16,18,20,21,22.35889277,24.40289697,26.46991309,28.78260358,4,11,107,23,32,38.39703957,43,44.51788562,48,51.40183262,56,1,4,74,10,14,21,31,37,41.96714548,45.95539759,48.5660846,186,193,202,194,195,196,197,197,199.3555674,199.3555674,199.3555674,0,3,63,5,7,10,15,20,26.44951241,29.99878022,34,3,-160,-4.852187889,165,-2.819897026,-2.819897026,-0.832972142,-0.832972142,-0.832972142,-0.832972142,-0.832972142,0.151426624,3301720003,,1,3301000000,CILACAP,720,CILACAP TENGAH,3301720003,DONAN,-0.75,-0.466666667,0.243243243,-0.416202753,-0.368763425,-0.31476881,-0.244156655,-0.170344597,-0.083870391,-0.012383461,0.041260416,-0.428571429,-0.2,0.744680851,0.097626914,0.167694655,0.214586592,0.252870238,0.300669725,0.354670997,0.418717713,0.493168191,-0.622641509,-0.40922613,0.636363636,-0.355603999,-0.30707282,-0.269780992,-0.238093755,-0.183802228,-0.097951111,0,0.377972787,3300000000,33,JAWA TENGAH
0000cbaf9bb7083f03f2,22,26,90,28,28,29,30,30,31,32,34,19,23,102,24,25,26,26,27,28,29,30,12,17,93,19,20,22,24,25,27,28,31,11,33,112,41,43,46,49,52,56,62,68,4,24,88,31,36,40,43,45,48,51,54,186,195,201,196,197,197,198,199,199,199,200,2,12,54,15,18,20,23,27,31,34,38,4,-250,-6.882361454,245,-4.81516449,-2.85282988,-2.85282988,-1.052702741,-1.052702741,-1.052702741,-1.052702741,0.451705718,3301710004,,1,3301000000,CILACAP,710,CILACAP SELATAN,3301710004,CILACAP,-0.529411765,-0.295253102,0.279069767,-0.244473807,-0.204941996,-0.162427785,-0.119570805,-0.068175674,-0.010351582,0.033325345,0.091991986,-0.290322581,0.137040898,0.725490196,0.191374573,0.230460839,0.270090927,0.315511911,0.379871395,0.441771903,0.503306596,0.566169932,-0.6,-0.457692621,0.421052632,-0.40940039,-0.363152032,-0.324677817,-0.284938405,-0.255106058,-0.222906317,-0.183144049,-0.105669015,3300000000,33,JAWA TENGAH
000041a83417aea534b3,23,27,70,27,28,29,29,30,31,32,33,18,22,59,24,24,25,26,27,27,28,30,13,17,58,19,21,22,24,26,27,29,32,20,33,83,36,40,42,43,45,48,51,57,6,17,112,23,28,32,38,43,47,51,55,188,194,201,195,196,197,198,199,199,200,200,3,9,79,11,13,18,23,28,32,36,41,3,-300,-4.791583377,165,-2.769629619,-2.769629619,-0.958012397,-0.958012397,-0.958012397,-0.958012397,-0.958012397,1.055910952,3301710003,,1,3301000000,CILACAP,710,CILACAP SELATAN,3301710003,SIDAKAYA,-0.625,-0.392550486,0.252747253,-0.302269902,-0.236386125,-0.162242887,-0.091918344,-0.033229682,0.021494088,0.064353843,0.107454565,0.021276596,0.142857143,0.698924731,0.17346508,0.2,0.232059101,0.260406442,0.298699156,0.333333333,0.400324229,0.482303643,-0.568181818,-0.38963776,0.047619048,-0.324776259,-0.294738834,-0.263729432,-0.236566446,-0.217327765,-0.193892265,-0.165852072,-0.123487919,3300000000,33,JAWA TENGAH
00006f35871d5cf01a2e,23,28,38,28,29,30,30,30,31,32,32,18,24,37,25,26,26,27,27,28,29,30,15,23,36,24,25,26,27,28,29,30,31,20,40,63,42,43,44,45,46,47,49,50,16,38,65,41,44,45,47,49,50,53,55,196,199,202,199,199,199,200,200,200,200,200,9,24,51,27,29,31,33,34,36,38,41,2,-175,-6.905916259,140,-4.833168701,-2.792410706,-2.792410706,-2.792410706,-1.338742971,-1.338742971,-1.338742971,0.911812322,3301710002,,1,3301000000,CILACAP,710,CILACAP SELATAN,3301710002,TEGALREJO,-0.263157895,-0.090909091,0.2,-0.052450839,-0.022176456,0,0.022340926,0.043922644,0.063113748,0.087062051,0.111111111,0.078947368,0.157592243,0.561643836,0.182552452,0.2,0.217391304,0.235086588,0.260717228,0.285714286,0.315632806,0.364705882,-0.461538462,-0.333333333,-0.018181818,-0.304214399,-0.280136305,-0.264705882,-0.25,-0.232876712,-0.217489402,-0.2,-0.176470588,3300000000,33,JAWA TENGAH
00004d22eb06a86c17e4,20,26,51,28.48255902,28.48255902,28.48255902,29,30,31,32,33,13,22.77149732,50,24.40929261,24.40929261,26.43160657,26.43160657,26.43160657,28.27137733,28.27137733,30,7,18,51,20.36918458,22.37050124,22.37050124,24.36033564,26.38010247,26.38010247,28,30,9,28.32350422,91,35,40,42.41716031,45,46,48.3788458,51.67591691,57,5,13,94,20.27232208,28.35588471,36,41,44.39438739,46,48.45461033,52,177,194.6556403,201,196,197,197,198,199,199,199,200,3,7,83,10.56811772,16,20,24.4271319,28,31,34,37,4,-275,-4.841957576,140,-2.800364633,-2.800364633,-0.885826434,-0.885826434,-0.885826434,-0.885826434,-0.885826434,-0.885826434,3301720004,,1,3301000000,CILACAP,720,CILACAP TENGAH,3301720004,SIDANEGARA,-0.666666667,-0.392401939,0.215384615,-0.275847022,-0.2,-0.142857143,-0.092164768,-0.045197335,-0.010437316,0.029469308,0.068346472,-0.127272727,0.12604809,0.716981132,0.169891515,0.2,0.231911708,0.259973073,0.294844348,0.333333333,0.381124709,0.45512668,-0.607142857,-0.385460717,0.217391304,-0.333333333,-0.298309445,-0.271317273,-0.243561179,-0.21691697,-0.181935372,-0.134232334,-0.067891151,3300000000,33,JAWA TENGAH
0000e64d715aa0f09171,23,27.08638471,50,27.08638471,28.03024149,29.01757556,29.01757556,30,31,32,34.30785096,17,22.46087559,49,23.44802138,24.03243715,25.40280078,25.40280078,26.55728603,26.55728603,27.56397276,29.6803389,11,16.25971478,51,17.33450126,18,19,20,22.30577281,23.60773044,25,28.64661789,11,32,101,38,42,45.41211356,49,52,56,61,67,4,19,86,22.40484536,26,28.28971043,32,35,39,42,48,180,193.6124122,202,194.4629226,195.3975612,195.3975612,196,197,197,198,199,2,9,81,10.09937226,12.27523908,13.47750911,16,18,20.26239111,25,32,5,-175,-4.803216898,210,-2.817945203,-2.817945203,-2.817945203,-0.99275303,-0.99275303,-0.99275303,-0.99275303,-0.99275303,3301710005,,1,3301000000,CILACAP,710,CILACAP SELATAN,3301710005,TEGALKAMULYAN,-0.68,-0.380949456,0.314285714,-0.333333333,-0.295183201,-0.259815054,-0.224759061,-0.189589687,-0.150295146,-0.09223258,-0.010167825,-0.277777778,0.145037208,0.756521739,0.22233868,0.293265527,0.355376514,0.402195597,0.440975686,0.480430228,0.519932997,0.574926989,-0.629032258,-0.464832807,0.388888889,-0.417906182,-0.379009624,-0.342060534,-0.307869832,-0.269633655,-0.222777637,-0.168253259,-0.090562593,3300000000,33,JAWA TENGAH
0000669e1443dd4e9fd8,20,24,48,26.31295214,27,28,29.22394729,29.22394729,30.24532453,31,32.27142337,13,19,43,23.37707774,23.37707774,25,25,26.22600549,26.22600549,27.15801396,29,8,14,40,18,19.27880015,21.24955074,22,23.28713628,25.3725035,27,29,10,23,100,34,39,43,45.35934818,48.34372879,51.22937882,54.2808911,59,6,12,70,18.32595762,24,30.25963327,37,40,43.27367945,46,50,140,194,201,195.2731718,196.2755781,196.2755781,197.2718471,198,198,199,199,3,7,56,9,12.17850453,16,19,23,27.18496156,31,35,5,-330,-4.876556388,175,-2.776722501,-2.776722501,-0.853386399,-0.853386399,-0.853386399,-0.853386399,-0.853386399,-0.853386399,3301720005,,1,3301000000,CILACAP,720,CILACAP TENGAH,3301720005,GUNUNGSIMPING,-0.567567568,-0.333333333,0.158878505,-0.275394962,-0.231861467,-0.2,-0.154039588,-0.119205709,-0.067945126,-0.021573313,0.021252735,-0.047619048,0.142857143,0.770833333,0.188500559,0.224644595,0.260136941,0.295011398,0.333333333,0.381133553,0.424572673,0.493456151,-0.634615385,-0.41185968,0.185185185,-0.369006279,-0.333333333,-0.295066968,-0.264023154,-0.228125853,-0.181491939,-0.123193998,-0.037467855,3300000000,33,JAWA TENGAH
000007dbc1de5ed94b67,22,26,53,27,28,28,29,29,30,31,33,14,21,48,23,24,24,25,25,26,27,29,8,16,49,17,18,19,20,21,23,25,28,13,28,104,34,38,42,44,46,49,53,61,6,13,87,17,20,23,26,31,36,41,48,185,193,201,194,194,196,196,197,197,198,199,2,6,72,8,9,11,12,15,20,26,32,1,-160,-4.880911221,160,-2.785552902,-2.785552902,-0.904130614,-0.904130614,-0.904130614,-0.904130614,-0.904130614,-0.904130614,3301730001,,1,3301000000,CILACAP,730,CILACAP UTARA,3301730001,KEBONMANIS,-0.652173913,-0.46343805,0.211538462,-0.392397533,-0.349246856,-0.31101242,-0.267633716,-0.21312067,-0.147385966,-0.075701925,0.010590765,-0.022222222,0.157929553,0.74789916,0.2,0.244272054,0.286955304,0.324972684,0.372452668,0.419687766,0.474285139,0.55750727,-0.62,-0.446632152,0.117647059,-0.377453144,-0.333333333,-0.290812755,-0.260035575,-0.224790919,-0.188990201,-0.150819626,-0.087611753,3300000000,33,JAWA TENGAH
00007c19ad58f8045bf3,20,26,78,27,27,28,28,29,29,30,31,13,22,80,23,23,24,24,25,26,26,28,8,16,88,17,18,19,20,21,23,24,26,13,31,122,36,41,44,47,50,52,55,60,7,13,112,18,22,25,30,35,39,42,47,174,194,201,194,195,196,196,197,197,198,198,1,7,108,9,10,12,14,18,23,27,31,2,-280,-5.303973578,262.5,-1.563228449,-1.563228449,-1.563228449,-1.563228449,-1.563228449,-1.563228449,-1.563228449,-1.563228449,3301730002,,1,3301000000,CILACAP,730,CILACAP UTARA,3301730002,GUMILIR,-0.617021277,-0.428503909,0.181818182,-0.377512259,-0.333333333,-0.291121559,-0.248842612,-0.195719511,-0.138592938,-0.087720727,-0.02151057,0,0.2,0.794117647,0.250822103,0.287001476,0.322662035,0.357239577,0.392629533,0.428571429,0.470712349,0.537120163,-0.671232877,-0.443009618,0.142857143,-0.388941083,-0.352430398,-0.32480432,-0.298212653,-0.271473898,-0.231617111,-0.186288037,-0.111111111,3300000000,33,JAWA TENGAH
000058c757b00c4ddd55,21,25,41,26,27,27,28,28,28,29,30,14,21,41,22.35977217,22.35977217,23,24,24,25,26,27,9,15,39,16,17,18,19.25650178,20,21,22,24.17562925,14,30.36698641,87,37,42.30564426,46.30763885,49.35453184,51.3962056,53.30772528,57,62.23679125,4,12.2567869,61,17,21,24.31493308,27.24356173,32,35.18391793,39,42,187,194.4381682,200,194.4381682,194.4381682,195.2939545,195.2939545,196,196,197,197,2,6,46,8,9.335596867,11,12.23338025,15,18.19151985,22,26.20290131,3,-240,-4.776980122,210,-2.808053437,-2.808053437,-2.808053437,-1.005458851,-1.005458851,-1.005458851,-1.005458851,-1.005458851,3301730003,,1,3301000000,CILACAP,730,CILACAP UTARA,3301730003,MERTASINGA,-0.692307692,-0.447305036,0.12962963,-0.392458295,-0.361128434,-0.325699462,-0.291240636,-0.253086576,-0.204998426,-0.154662682,-0.09591087,-0.069767442,0.221120644,0.731958763,0.291257019,0.345046058,0.380989634,0.407964436,0.439662593,0.470684035,0.513867803,0.564216893,-0.603960396,-0.45903894,0.222222222,-0.420827855,-0.389227182,-0.360877612,-0.333333333,-0.303501384,-0.264148286,-0.206223827,-0.127420009,3300000000,33,JAWA TENGAH
0000966a14f6078c3bcc,22,26,66,27,28,28,29,29,30,31,36,18,21,68,22,23,24,24,25,26,27,33,12,16,64,17,17,18,19,20,21,23,30,13,25,86,29,34,38,41,45,49,54,60,3,11,59,16,20,22,25,27,29,32,37,191,193,201,194,194,194,195,195,196,196,197,1,5,42,7,9,10,11,12,14,16,18,3,-110,-2.709027045,165,-2.709027045,-0.963812339,-0.963812339,-0.963812339,-0.963812339,-0.963812339,-0.963812339,0.301121786,3301150003,,1,3301000000,CILACAP,150,ADIPALA,3301150003,BUNTON,-0.8125,-0.458657086,0.186813187,-0.392277384,-0.353501559,-0.318438199,-0.287117314,-0.260045864,-0.221057245,-0.173790472,-0.087657249,-0.402985075,-0.073999309,0.711340206,0.160421659,0.26966588,0.32214649,0.370753578,0.40988519,0.449188459,0.503134841,0.558206762,-0.596153846,-0.449310444,0.407407407,-0.394641504,-0.342534258,-0.301688022,-0.261442378,-0.223688341,-0.167919924,-0.051780531,0.136305796,3300000000,33,JAWA TENGAH
0000ebb5938325d86b13,22,26,54,27,27,28,28,29,29,30,32,15,21,50,22,23,24,24,25,26,27,28,9,14,46,15,16,17,17,19,20,21,24,13,30,111,39,45,50,56,63,69,75,83,3,14,53,20,23,26,28,30,32,34,37,185,193,200,193,193,194,194,194,195,195,196,1,6,33,8,10,10,11,12,13,14,16,5,-445,-5.424662023,410,-5.424662023,-1.789161899,-1.789161899,-1.789161899,-1.789161899,-1.789161899,-1.789161899,-1.789161899,3301150005,,1,3301000000,CILACAP,150,ADIPALA,3301150005,KARANGBENDA,-0.736842105,-0.474425257,0.153846154,-0.435624133,-0.412174892,-0.388701583,-0.365099084,-0.339121636,-0.3065141,-0.267417932,-0.213287911,-0.346938776,0.183600129,0.777777778,0.315637471,0.387029036,0.448987897,0.512982993,0.566781782,0.620636483,0.668691074,0.699119495,-0.650485437,-0.566453153,0.380952381,-0.53523294,-0.497385008,-0.449339552,-0.394934101,-0.342207587,-0.278257445,-0.215516956,-0.082726765,3300000000,33,JAWA TENGAH
0000e0eafc4657afe267,25,28,60,29,30,31,31,31,32,34,37,18,22,57,24,24,25,26,27,27,29,31,11,15,50,16,17,18,19,20,21,22,24,14,39,105,44,48,53,59,65,70,75,81,4,15,65,19,22,25,28,31,33,37,41,165,183,196,185,190,191,191,192,192,193,193,2,6,29,8,10,11,12,13,14,16,18,2,-380,-5.282273747,285,-1.628585175,-1.628585175,-1.628585175,-1.628585175,-1.628585175,-1.628585175,-1.628585175,-1.628585175,3305010002,,5,3305000000,KEBUMEN,10,AYAH,3305010002,KARANGDUWUR,-0.647058824,-0.470803209,-0.113924051,-0.435648905,-0.408413652,-0.384807102,-0.36499519,-0.34195497,-0.318083149,-0.291376967,-0.259817772,-0.151515152,0.333333333,0.75,0.408107772,0.451051457,0.485791899,0.51394663,0.537247537,0.564240411,0.591308398,0.626918781,-0.627906977,-0.504941068,0.377777778,-0.472624648,-0.449649519,-0.425964695,-0.387182262,-0.349084543,-0.308594194,-0.269702206,-0.207383219,3300000000,33,JAWA TENGAH
0000f6af4eeafa4ba8e1,24,27,62,28,29,30,30,31,32,34,37,16,20,59,21,23,24,25,26,27,29,31,10,13,54,15,16,16,17,18,19,21,24,22,34,118,37,40,43,50,60,72,79,86,6,12,58,14,17,20,22,27,32,36,41,176,186,196,189,189,190,190,191,192,193,194,1,5,30,6,7,9,10,11,13,14,16,3,-160,-4.818131136,212.5,-2.942118815,-2.942118815,-0.812781232,-0.812781232,-0.812781232,-0.812781232,-0.812781232,-0.812781232,3305010003,,5,3305000000,KEBUMEN,10,AYAH,3305010003,SRATI,-0.636363636,-0.5,-0.111111111,-0.46695452,-0.439641352,-0.419786819,-0.400621284,-0.380927164,-0.361519765,-0.338933486,-0.306386562,-0.149425287,0.333333333,0.746268657,0.388224311,0.428530644,0.458334454,0.490370428,0.529139219,0.576435408,0.6117297,0.642758268,-0.637681159,-0.525253085,0.258064516,-0.495188115,-0.451623484,-0.404735978,-0.333333333,-0.310389446,-0.279541402,-0.236710077,-0.177091395,3300000000,33,JAWA TENGAH
000064d7a4531618dc2e,24,28,69,29,29,30,30,31,31,33,38,17,21,66,23,24,25,25,26,27,28,33,10,14,57,15,16,17,17,18,19,22,26,19,36,110,43,50,59,65,71,75,79,84,7,13,57,17,22,26,28,31,33,36,39,169,189,199,191,191,192,192,192,192,193,194,2,5,36,7,9,10,11,12,13,15,16,4,-78.33333333,-4.767742615,0.280373832,-3.754456833,-3.249700828,-2.76619132,-2.258222162,-1.758156406,-1.219599886,-0.727546935,-0.345528715,3305010004,,5,3305000000,KEBUMEN,10,AYAH,3305010004,PASIR,-0.615384615,-0.5,-0.061946903,-0.466816444,-0.439476474,-0.419696488,-0.400718805,-0.384897988,-0.365108843,-0.341839306,-0.310690653,-0.192307692,0.291731739,0.736263736,0.385090322,0.447352336,0.506454154,0.564234796,0.604490146,0.626804224,0.647146931,0.666666667,-0.603053435,-0.537211617,0.31147541,-0.517458777,-0.5,-0.474601014,-0.439323008,-0.373125253,-0.31081591,-0.240506565,-0.169973872,3300000000,33,JAWA TENGAH
0000c4a0944566aef5be,22,25,79,27,28,29,30,31,32,34,39,14,18,70,22,23,24,25,26,27,30,34,9,12,65,14,15,16,18,19,20,22,27,19,34,114,42,50,56,61,67,75,82,91,6,11,50,17,21,24,26,30,33,36,38,159,187,196,189,190,191,192,192,193,193,194,2,4,27,7,8,9,11,12,13,14,16,1,-480,-5.386493387,480,-1.625636188,-1.625636188,-1.625636188,-1.625636188,-1.625636188,-1.625636188,-1.625636188,-1.625636188,3305020001,,5,3305000000,KEBUMEN,20,BUAYAN,3305020001,KARANGBOLONG,-0.674418605,-0.537426766,-0.111111111,-0.482334875,-0.45505148,-0.432131061,-0.411940029,-0.392843339,-0.377382794,-0.357536879,-0.326446029,-0.213114754,0.363294611,0.806451613,0.433790948,0.480507312,0.512466476,0.543770596,0.574576301,0.589609624,0.620392481,0.674526658,-0.671641791,-0.552719843,0.269230769,-0.495109891,-0.463006826,-0.432067725,-0.403996494,-0.372825499,-0.34191832,-0.294935592,-0.237276767,3300000000,33,JAWA TENGAH
00001b312275b13a3f15,24,27,58,28,29,30,31,32,34,35,37,16,22,54,24,25,25,26,27,28,29,31,10,16,48,17,18,19,19,20,21,23,26,22,35,110,38,41,44,48,52,58,66,72,5,14,64,16,19,21,24,28,31,33,37,172,187,201,188,189,190,192,192,193,193,194,2,6,34,8,9,10,11,12,13,14,17,1,-222.5,-2.795739304,192.5,-2.795739304,-0.86389493,-0.86389493,-0.86389493,-0.86389493,-0.86389493,-0.86389493,-0.86389493,3305030001,,5,3305000000,KEBUMEN,30,PURING,3305030001,TAMBAKMULYO,-0.705882353,-0.467075199,0.024390244,-0.428430454,-0.404526281,-0.384744236,-0.361231461,-0.342006284,-0.314447241,-0.279469023,-0.228049488,-0.193548387,0.208624025,0.759259259,0.286798578,0.333333333,0.376406881,0.419577567,0.458478625,0.50654943,0.564256159,0.627078573,-0.631578947,-0.505317136,0.25,-0.443469761,-0.385081745,-0.333333333,-0.290903265,-0.248581115,-0.206086197,-0.165610852,-0.107640251,3300000000,33,JAWA TENGAH
00001f1f7f8a4dabafb9,24,29,62,30,31,31,32,32,33,34,37,17,23,61,25,25,26,26,27,28,29,31,11,17,56,18,19,19,20,21,22,23,25,23,35,92,40,44,48,52,55,60,64,69,8,16,58,19,22,23,25,28,30,33,37,165,189,196,191,191,191,192,192,193,193,194,2,7,31,9,10,11,12,13,15,16,17,1,-16.19047619,-2.567474624,0.382352941,-2.064547113,-1.814929134,-1.43648682,-1.188880874,-0.939668979,-0.815646258,-0.562600447,-0.441636846,3305040001,,5,3305000000,KEBUMEN,40,PETANAHAN,3305040001,KARANGREJO,-0.586206897,-0.443311968,-0.04,-0.412013284,-0.388903241,-0.369093632,-0.349610244,-0.32598898,-0.298759377,-0.267755489,-0.213015007,-0.152941176,0.236659965,0.688888889,0.310629176,0.361028138,0.403806589,0.439546893,0.470911839,0.506370146,0.537176277,0.568695288,-0.5625,-0.451856567,0.238095238,-0.419240817,-0.385138298,-0.34966739,-0.317121933,-0.286723439,-0.236250701,-0.18941696,-0.130551984,3300000000,33,JAWA TENGAH
