0001689bc2fa32a4a3c2,17,20,57,21,22,22,22,23,23,24,24,11,15,56,16,17,17,18,18,19,20,21,6,9,53,10,10,11,11,12,12,13,16,15,37,105,44,49,52,55,58,61,66,74,5,15,69,19,21,22,24,26,28,31,35,189,192,198,192,193,193,193,193,193,194,195,1,6,50,7,8,8,9,10,11,12,13,10,-365,-9.735726558,435,-5.50487276,-2.093583337,-2.093583337,-2.093583337,-2.093583337,-2.093583337,-2.093583337,-2.093583337,3329020010,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020010,LEGOK,-0.62962963,-0.458759849,0.083333333,-0.432468333,-0.416082828,-0.404441934,-0.39649205,-0.385245482,-0.369153615,-0.353668066,-0.32587789,0.190839695,0.5,0.837837838,0.576107415,0.615491998,0.634999543,0.654254081,0.671355067,0.689213811,0.705287268,0.732313353,-0.714285714,-0.6,-0.071428571,-0.560878371,-0.537682516,-0.521125427,-0.5,-0.48589169,-0.463457093,-0.428571429,-0.353645737,3300000000,33,JAWA TENGAH
0001a8c296d6710f6e83,19,21,33,22,22,22,23,23,23,24,24,12,17,28,17,18,18,19,19,20,21,21,7,10,31,11,11,11,12,12,13,14,16,17,44,96,49,52,56,59,62,64,68,72,6,18,63,21,23,25,27,29,30,33,36,190,193,200,193,194,194,194,194,195,195,195,2,7,48,8,8,9,10,10,11,12,14,9,-400,-5.411998758,365,-5.411998758,-5.411998758,-2.379927808,-2.379927808,-2.379927808,-2.379927808,-2.379927808,-2.379927808,3329020009,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020009,TAMBAKSERANG,-0.588235294,-0.439787825,0.12,-0.420048013,-0.40827094,-0.396424778,-0.385027634,-0.369139437,-0.353460125,-0.333333333,-0.298816935,0.194805195,0.56395225,0.795918367,0.607057131,0.626653948,0.642600858,0.654321572,0.666666667,0.681362347,0.693515236,0.717875408,-0.663716814,-0.576247831,-0.0625,-0.552884047,-0.533442094,-0.521124265,-0.506562684,-0.493300453,-0.478033317,-0.454738363,-0.424093087,3300000000,33,JAWA TENGAH
0001cd63fddb8e9477e5,19,21,36,22,22,22,23,23,23,24,25,13,17,33,18,18,18,19,19,20,21,22,7,10,38,11,11,11,12,12,13,14,16,18,47,110,52,55,59,62,65,69,73,79,7,20,70,23,25,27,28,30,32,34,37,185,192,199,193,193,194,194,194,195,195,195,2,7,54,8,9,10,10,11,12,13,14,11,-435,-9.718520259,445,-5.571387349,-5.571387349,-5.571387349,-2.499221662,-2.499221662,-2.499221662,-2.499221662,-2.499221662,3329020011,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020011,TERLAYA,-0.58974359,-0.439816412,0.147540984,-0.424113726,-0.40816794,-0.396636611,-0.385089721,-0.373467561,-0.357632429,-0.341318168,-0.306597451,-0.033333333,0.556157345,0.813084112,0.611426289,0.635037251,0.654109383,0.671209731,0.689374414,0.705180215,0.724891247,0.744235736,-0.689655172,-0.608319228,0.049180328,-0.587070121,-0.568637134,-0.549243483,-0.529659648,-0.510816498,-0.493322938,-0.471070432,-0.428571429,3300000000,33,JAWA TENGAH
0001e5dd6f25eefe620b,19,21,29,22,22,22,23,23,23,24,24,12,17,26,17,18,18,18,19,19,20,21,7,10,28,10,11,11,11,12,12,14,15,16,44,86,47,50,53,56,58,61,65,70,5,18,58,20,22,23,25,27,30,32,35,192,193,199,194,194,194,195,195,195,195,196,1,6,44,7,8,8,9,10,11,12,14,8,-260,-6.862442715,95,-4.831636249,-2.782126477,-2.782126477,-2.782126477,-2.782126477,-1.546273068,-1.546273068,-1.546273068,3329020008,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020008,CIOMAS,-0.567567568,-0.446946234,0.151515152,-0.428571429,-0.416186512,-0.400528978,-0.388942508,-0.373333454,-0.353515,-0.32596185,-0.286906234,0.235294118,0.563977609,0.78313253,0.607260188,0.630493611,0.642569495,0.65459153,0.666666667,0.67734346,0.68934807,0.709257727,-0.643564356,-0.56479729,-0.142857143,-0.541211636,-0.525568341,-0.513435614,-0.5,-0.485820149,-0.470955589,-0.450937394,-0.423960815,3300000000,33,JAWA TENGAH
00015c006786b91732a2,19,22,60,22,22,22,23,23,24,25,26,14,17,57,18,18,19,19,20,21,22,24,8,10,58,11,11,12,12,13,15,17,19,19,47,101,51,55,58,62,64,68,71,75,5,20,77,23,26,28,30,32,33,35,38,192,194,201,194,195,195,195,195,195,196,197,2,7,50,8,9,10,11,11,12,13,15,12,-200,-8.888335327,305,-6.894129508,-4.916310763,-4.916310763,-2.921842016,-2.921842016,-2.921842016,-2.921842016,-1.556158972,3329020012,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020012,JIPANG,-0.6875,-0.435883452,0.158878505,-0.415903036,-0.400690113,-0.384995892,-0.369240595,-0.357533889,-0.339536756,-0.310855649,-0.263731526,-0.2,0.472423834,0.798165138,0.566749767,0.613295026,0.636677009,0.652018057,0.676136129,0.691061744,0.707701573,0.730289153,-0.666666667,-0.595626239,0.172413793,-0.572406752,-0.549165935,-0.529241976,-0.513326115,-0.493406041,-0.477779685,-0.45108349,-0.388718479,3300000000,33,JAWA TENGAH
00013a7b5f69a3a3cc1f,20,22,45,23,24,24,24,25,25,26,27,15,18,41,19,20,20,21,22,22,23,24,8,11,39,12,13,15,15,17,18,20,24,23,45,87,49,52,55,58,60,63,66,71,8,23,64,27,29,30,32,34,36,39,46,193,194,201,194,195,195,196,196,197,197,197,4,9,47,10,11,12,13,13,15,17,27,14,-295,-8.874184932,200,-6.873829533,-4.858598171,-4.858598171,-2.947881799,-2.947881799,-2.947881799,-2.947881799,-1.464397508,3329020014,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020014,BANGBAYANG,-0.632653061,-0.392516998,0.14,-0.369082478,-0.349226543,-0.3261541,-0.306831595,-0.282843509,-0.252904608,-0.2,-0.07962385,-0.019607843,0.333333333,0.78313253,0.432818891,0.5,0.545575256,0.583846271,0.619527007,0.650422097,0.677881572,0.701102617,-0.641509434,-0.564823633,0.058823529,-0.541301827,-0.525405485,-0.5,-0.475304039,-0.443302523,-0.408146609,-0.36562936,-0.314403959,3300000000,33,JAWA TENGAH
00017a22d3b833662bb0,18,21,34,22,22,22,23,23,24,24,25,12,17,29,17,18,19,19,20,21,21,23,6,10,31,11,11,12,12,13,14,15,17,18,49,96,54,58,62,65,68,71,74,78,6,21,63,25,28,30,32,34,36,38,42,189,193,199,194,194,194,194,195,195,195,196,1,8,43,9,10,11,12,12,13,15,17,5,-400,-13.75628039,405,-9.717526171,-5.674876464,-5.674876464,-5.674876464,-2.562253914,-2.562253914,-2.562253914,-2.562253914,3329020005,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020005,KARANGPARI,-0.571428571,-0.424312834,0.117647059,-0.400679297,-0.384932832,-0.369065395,-0.353503692,-0.33933972,-0.318591433,-0.291198453,-0.248829967,0.205128205,0.564293029,0.8,0.611245437,0.635130622,0.650542816,0.666666667,0.67780805,0.693497629,0.713719092,0.732431355,-0.669902913,-0.604321134,-0.142857143,-0.580203271,-0.564665728,-0.548976542,-0.533321216,-0.517548824,-0.5,-0.482427476,-0.451010447,3300000000,33,JAWA TENGAH
00016dd26306faa4884c,18,20,49,21,22,22,22,22,23,23,24,12,16,47,17,18,18,18,19,19,20,21,7,10,44,10,11,11,12,12,13,13,15,14,49,99,53,56,59,62,65,69,72,78,5,21,65,23,25,27,29,32,34,37,41,190,192,199,193,193,194,194,195,195,195,196,2,8,43,8,9,10,11,12,13,14,16,4,-400,-13.84262644,405,-5.531916056,-5.531916056,-5.531916056,-2.645119921,-2.645119921,-2.645119921,-2.645119921,-2.645119921,3329020004,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020004,TELAGA,-0.575757576,-0.428314396,0.037735849,-0.411923433,-0.396498753,-0.380962002,-0.365305043,-0.349478685,-0.333333333,-0.311094495,-0.267907471,0.301587302,0.611447828,0.8125,0.639356286,0.654425904,0.666666667,0.677570201,0.689046434,0.705290286,0.72116105,0.740254901,-0.677419355,-0.608459964,-0.071428571,-0.583490215,-0.5647308,-0.549235577,-0.537609865,-0.525469135,-0.513540114,-0.5,-0.474764856,3300000000,33,JAWA TENGAH
0001f6343c9adc9acae8,18,21,70,22,22,22,23,23,23,24,24,12,17,68,18,18,19,19,20,21,21,22,7,10,64,11,11,12,13,13,14,16,18,18,48,112,53,57,61,64,68,71,75,80,6,21,72,25,28,31,33,35,37,39,43,185,193,200,193,194,194,195,195,195,196,196,2,8,50,9,10,11,12,13,14,15,18,3,-400,-17.99839883,440,-9.75256183,-5.706363223,-5.706363223,-5.706363223,-2.548932512,-2.548932512,-2.548932512,-2.548932512,3329020003,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020003,CIBENTANG,-0.632653061,-0.424246825,0.150943396,-0.396631251,-0.377400134,-0.36149793,-0.345782523,-0.326538953,-0.302699942,-0.271641108,-0.224846657,0.090909091,0.53331179,0.833333333,0.604877965,0.635269257,0.654479667,0.670944884,0.685431394,0.701359573,0.717773233,0.740502945,-0.707317073,-0.612028525,-0.076923077,-0.587463628,-0.568520165,-0.552651098,-0.537594304,-0.521266163,-0.5,-0.482286034,-0.435924199,3300000000,33,JAWA TENGAH
0001b36f3fd58b78ebdc,18,21,35,21,22,22,22,23,23,24,25,13,16,35,17,18,18,19,19,20,21,23,7,10,36,10,11,12,12,13,14,16,19,19,41,95,46,51,55,59,62,66,70,75,5,18,65,22,25,27,30,32,35,37,41,179,193,201,193,194,194,195,195,196,196,197,1,7,50,8,9,10,11,12,13,14,17,2,-365,-9.683027235,365,-5.56171994,-5.56171994,-5.56171994,-2.292789802,-2.292789802,-2.292789802,-2.292789802,-2.292789802,3329020002,,29,3329000000,BREBES,20,BANTARKAWUNG,3329020002,BANJARSARI,-0.625,-0.428508071,0.155963303,-0.404601001,-0.380776501,-0.361278507,-0.341390177,-0.321656343,-0.298805717,-0.263496388,-0.212579477,0.068965517,0.436025665,0.8125,0.564413928,0.607389749,0.630882988,0.650362031,0.666666667,0.685363796,0.705126671,0.728641912,-0.681415929,-0.595586014,-0.033333333,-0.568643239,-0.544940228,-0.52529499,-0.506565072,-0.490803002,-0.467488781,-0.435588949,-0.361232684,3300000000,33,JAWA TENGAH
